78.666672;15.333334;6.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.804823;0.039461;0.000000;0.006108;0.012593;0.000000;0.000000;0.394132;0.709200;0.000000;0.315582;0.979992;0.326578;0.995000;
77.714287;17.142859;5.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.021306;0.008854;0.012368;0.033995;0.000000;0.002544;0.248473;0.326316;0.000000;0.084813;0.713245;0.420983;0.870000;
79.142853;15.142857;5.714286;0.000000;0.000000;0.000000;0.000000;0.000000;0.861487;0.000000;0.018675;0.000000;0.000000;0.000000;0.000000;0.735217;0.075541;0.131868;0.214990;0.566610;0.427276;0.765000;
78.190475;15.904762;5.904762;0.000000;0.000000;0.000000;0.000000;0.000000;0.804823;0.025351;0.011361;0.009450;0.024351;0.000000;0.001671;0.285893;0.283314;0.000000;0.143984;0.606493;0.408395;0.780000;
78.095238;16.000000;5.904762;0.000000;0.000000;0.000000;0.000000;0.000000;0.785762;0.026988;0.006967;0.003481;0.000000;0.000000;0.000000;0.216751;0.269098;0.000000;0.134122;0.639841;0.634501;0.984970;
78.095238;16.285715;5.619048;0.000000;0.000000;0.000000;0.000000;0.000000;0.898938;0.052435;0.000000;0.003410;0.000000;0.000000;0.000000;0.580619;0.125572;0.000000;0.086785;0.706563;0.451751;0.889650;
77.619049;16.285715;6.095238;0.000000;0.000000;0.000000;0.000000;0.000000;0.785215;0.062956;0.007703;0.013502;0.000000;0.000000;0.000000;0.219258;0.272783;0.000000;0.134122;0.639857;0.634501;0.984972;
75.809525;17.904762;6.285714;0.000000;0.000000;0.000000;0.000000;0.000000;0.867783;0.000000;0.009489;0.001951;0.008045;0.000000;0.000000;0.735218;0.054115;0.329670;0.138067;0.272852;0.741960;0.795000;
77.428574;16.095238;6.476191;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.068365;0.008262;0.003467;0.000000;0.000000;0.000000;0.219469;0.269089;0.000000;0.134122;0.639953;0.634967;0.985000;
78.095238;15.809525;6.095238;0.000000;0.000000;0.000000;0.000000;0.000000;0.785214;0.000000;0.006162;0.003765;0.000000;0.000000;0.000000;0.769633;0.040641;0.626374;0.096647;0.092894;0.722724;0.644110;
78.190475;16.285715;5.523809;0.000000;0.000000;0.000000;0.000000;0.000000;0.792230;0.018892;0.000000;0.014622;0.000000;0.000000;0.000000;0.289464;0.197431;0.000000;0.124260;0.319700;0.672729;0.775000;
78.095238;16.571428;5.333333;0.000000;0.000000;0.000000;0.000000;0.000000;0.905458;0.000000;0.002376;0.000000;0.000000;0.000000;0.000000;0.539269;0.114286;0.120879;0.268245;0.599806;0.464354;0.819781;
78.380951;16.285715;5.333333;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.027508;0.006899;0.007097;0.000000;0.000000;0.000000;0.216759;0.298979;0.000000;0.134122;0.639873;0.634967;0.985000;
78.952377;15.333334;5.714286;0.000000;0.000000;0.000000;0.000000;0.000000;0.905559;0.000000;0.021753;0.000000;0.000000;0.000000;0.000000;0.825281;0.040362;0.263736;0.134122;0.126475;0.836365;0.760000;
78.857140;15.809525;5.333333;0.000000;0.000000;0.000000;0.000000;0.000000;0.830007;0.000000;0.000000;0.041055;0.000000;0.000000;0.000000;0.378015;0.142141;0.000000;0.285996;0.259575;0.697904;0.750000;
78.666672;15.904762;5.428571;0.000000;0.000000;0.000000;0.000000;0.000000;0.842367;0.000000;0.002814;0.000000;0.000000;0.000000;0.000000;0.930908;0.028571;0.582418;0.096647;0.106352;0.811310;0.724112;
77.714287;16.285715;6.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.075560;0.006967;0.002936;0.000000;0.000000;0.000000;0.219381;0.268981;0.000000;0.162679;0.639857;0.634967;0.985000;
78.952377;15.238096;5.809524;0.000000;0.000000;0.000000;0.000000;0.000000;0.943191;0.000000;0.000000;0.000000;0.012068;0.000000;0.000000;0.838807;0.125632;0.516484;0.094675;0.986663;0.319415;0.994984;
78.190475;16.476191;5.333333;0.000000;0.000000;0.000000;0.000000;0.000000;0.823711;0.035909;0.000000;0.013897;0.021486;0.000000;0.009532;0.405625;0.240313;0.000000;0.000000;0.839979;0.326578;0.890000;
78.761902;16.000000;5.238095;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.056906;0.008262;0.007182;0.000000;0.000000;0.000000;0.219573;0.268981;0.000000;0.162679;0.639857;0.634967;0.985000;
77.904762;17.238096;4.857143;0.000000;0.000000;0.000000;0.000000;0.000000;0.785359;0.018822;0.008262;0.011657;0.000000;0.000000;0.000000;0.219277;0.272757;0.000000;0.134122;0.639921;0.635220;0.984952;
77.523811;16.952381;5.523809;0.000000;0.000000;0.000000;0.000000;0.000000;0.804298;0.025063;0.000000;0.022975;0.012091;0.000000;0.000000;0.394093;0.698988;0.000000;0.315582;0.979991;0.327044;0.994984;
78.285713;15.047619;6.666667;0.000000;0.000000;0.000000;0.000000;0.000000;0.785934;0.029635;0.008262;0.003823;0.000000;0.000000;0.000000;0.219277;0.272892;0.000000;0.134122;0.639858;0.634967;0.985000;
79.904762;15.904762;4.190476;0.000000;0.000000;0.000000;0.000000;0.000000;0.835775;0.000000;0.000000;0.019276;0.000000;0.000000;0.000000;0.743645;0.059879;0.890110;0.072978;0.079677;0.792043;0.689007;
77.333328;16.761906;5.904762;0.000000;0.000000;0.000000;0.000000;0.000000;0.797848;0.038195;0.003955;0.000000;0.000000;0.000000;0.000000;0.393972;0.168993;0.000000;0.071006;0.793270;0.388734;0.904698;
78.476189;16.380953;5.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.823285;0.062820;0.000000;0.012445;0.000000;0.000000;0.000000;0.289383;0.197278;0.000000;0.128205;0.606580;0.546277;0.889791;
79.238091;15.428572;5.333333;0.000000;0.000000;0.000000;0.000000;0.000000;0.772764;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.860225;0.043931;0.989011;0.055227;0.059586;0.754233;0.643862;
79.428574;15.142857;5.428571;0.000000;0.000000;0.000000;0.000000;0.000000;0.943252;0.000000;0.036232;0.000000;0.000000;0.000000;0.000000;0.825201;0.055158;0.197802;0.155819;0.112985;0.873966;0.779717;
78.190475;16.761906;5.047619;0.000000;0.000000;0.000000;0.000000;0.000000;0.785877;0.045988;0.007392;0.004746;0.000000;0.000000;0.000000;0.217191;0.268968;0.000000;0.134122;0.639809;0.634714;0.984983;
78.095238;16.380953;5.523809;0.000000;0.000000;0.000000;0.000000;0.000000;0.785762;0.057473;0.007703;0.003707;0.000000;0.000000;0.000000;0.217165;0.273815;0.000000;0.134122;0.639809;0.635178;0.984972;
78.190475;16.285715;5.523809;0.000000;0.000000;0.000000;0.000000;0.000000;0.867694;0.045364;0.000000;0.055750;0.007429;0.000000;0.000000;0.320684;0.197324;0.175824;0.031558;0.599948;0.533673;0.874831;
78.476189;16.000000;5.523809;0.000000;0.000000;0.000000;0.000000;0.000000;0.785733;0.002822;0.000000;0.012717;0.000000;0.000000;0.000000;0.359571;0.155368;0.010989;0.246548;0.253009;0.684914;0.734552;
